reviewText,overall
Gift was well-received and made someone very happy.,5.0
great gift,5.0
"I bought a $75 gift card for a SENIOR on a fixed income.
She was S0Oo touched by the gift... she fixated on the
""cute little box"" with a gift that will keep on giving.",5.0
Most happy with my amazon gift cards!,5.0
nice,5.0
Everyone always loves the Amazon Gift Cards!,5.0
Ok,5.0
Gift cards are always a great gift idea for my grandmother who loves her kindle books,5.0
Great!  Always a wonderful gift.  No matter what the season.,5.0
What can u say about a gift card except they are great gifts for picky people.,5.0
"a cool way to package a gift card (especially for young men, though I'm sure females would like it, too!)",5.0
wish they labeled,5.0
I received my gift cerificate just in time for Christmas.  It was delivered in excellent condition.  Thank you!,5.0
I like the Santa pants tin it comes in and there is no extra charge.,5.0
Loved it!  Made the gift card special.,5.0
Pretty,5.0
fun and silly... gift recipients smiled broadly,5.0
This was a birthday gift for my daughter.  We all use Amazon a lot.  She loved it,5.0
Cute box,5.0
"What can I say, everyone likes getting gift cards to Amazon and I like it when you can adjust the loaded price to fit odd numbers. My oldest son just turned 39 and I was able to load it with $39 -- a tradition I have for birthdays for my kids and others close to family. He really liked the mock-up tiny Amazon box it came in. So did one of his daughters. I'm not sure who ended up with the box.",5.0
"This is about the cutest thing I've ever seen.  And best of all in enclosed an Amazon Gift Card.  I sent it to my son as a Father's Day gift, since he is such a wonderful dad, and he loved it.  Also very glad to have an Amazon Gift card 'cause you can by anything you want from Amazon.com!!!
Thanks, Amazon!!",5.0
Present,5.0
Attractive gift tin.,5.0
Amazon has great quality gift tins at no extra charge! It is also nice that amazon has matched card graphics to fit in with the tin you order. I love these tins as there is no gift wrapping required and the colors are really nice.,5.0
great gift!,5.0
gift,5.0
Great presentation for a gift card for Christmas gift.,5.0
Beautiful box and the card is lovely.  Can't wait to give it to my daughter in law at Christmas.  I know she'll love it.  I tell everyone to buy their Amazon gift cards through Amazon and not at the super market as they've been doing.,5.0
GREAT GIFT,5.0
"Ive ben using this every year, and love the packaging and the quick time they arrive. Good quality product build.",5.0
bought for my son he loves amazon,5.0
Nor much to judge on a gift card.,5.0
Always usefull.,5.0
Pretty good!,5.0
"Amazon gift cards are nothing new, and they are very handy to give as gifts due to the diverse nature of products Amazon offers  certainly your recipient can find something he / she will like to order. This gift card comes in a sturdy small box, which adds a better touch to me than the standard email or printed-off versions at home as it shows you went a little further. I also appreciate the fact Amazon delivers it for free with next day shipping.",5.0
good,5.0
"no muss, no fuss.",5.0
Very lovely for Christmas!,5.0
Awesome!,5.0
The person I gave the gift card to loved the little Amazon box it comes in.,5.0
Got it quickly. Used without any problems.,5.0
very nice,5.0
Great!,5.0
Was happy to give and see the response on the recipients faces when the stocking were opened. Not as neat as personal shopping but practical for picky youngens.,5.0
Very cute case! Love,5.0
Brilliant,5.0
The perfect gift when you don't know what to buy. As a bonus the gift box is attractive and useful.,4.0
Always a perfect gift when you don't know what to get.,5.0
"Amazon gift cards are nothing new, and they are very handy to give as gifts due to the diverse nature of products Amazon offers  certainly your recipient can find something he / she will like to order. These gift boxes, however, are a little more classy than the standard email or printed-off versions at home as it shows you went a little further, the box is very sturdy, and I appreciate the fact Amazon delivers it for free with next day shipping. If you're going to be spending $50 or more for a gift card, which is the minimum price to have it delivered in a gift box like this, I would recommend you gift this version to your recipients.",5.0
"Perfect, how can you go wrong with an Amazon gift certificate for a person who loves Amazon. It allows them to pick up whatever they want and allows you to send it with any color , any envelope,  in the box n for any occasion",5.0
A really nice gift box. Recommend !,5.0
Love these tins,5.0
Gift,5.0
This is one of the best purchases in this year! The card will buy me a lot of cool stuff for me. Thanks.,5.0
Perfect gift for a teenage grandson and the tin is a great way to hold it. Cute detail and colors.,5.0
great gift and the tin is very nice.,5.0
Great way to give gift cards.  Cute design,5.0
"Pro: Free shipping, free little decorative box, full amount, and no ""activation"" or taxes! Paying $50 and sending someone the full $50 feels good.

Con: My parents moved the month I got them the gift so they had to wait a bit to use it. Which was alright because my father, 62, was not familiar with Amazon but now has the chance to shop!",5.0
Ferfect,5.0
"My granddaughter loved her present, among other stuff that I gave her.  The box was adorable!",5.0
"Highly Recommended,  Super CUTE!",5.0
"The packaging on this is pretty cute, and everyone loves an Amazon gift card.",5.0
Can't go wrong buying this for a present,5.0
"great gift, and the box for the card is pretty cool.",5.0
convenient gift,5.0
"Grandkids love the little tin cans that Amazon sells their gift cards in. This batch was for their Valentines Day treat. Gives the little ones an opportunity to browse Amazon with their parents and pick out a gift they want! The tins are free with purchase of gift card, nice bonus versus normal card.",5.0
great..,5.0
this was a Christmas gift !!,5.0
A great gift that was very much appreciated.,5.0
Its a gift card as described,5.0
My 11 grandchildren love to receive amazon gift cards to shop online!  I get them for Birthdays and Christmas!,5.0
Gave as a gift.  They were thrilled.,5.0
Perfect,5.0
My 11 grandchildren love to receive amazon gift cards to shop online!  I get them for Birthdays and Christmas!,5.0
Terrific for those gift recipients who have everything or you just can't decide what to get them.  I think almost everyone should be able to find something on Amazon they either like or love.,5.0
Can't beat an Amazon gift card for any occasion,5.0
Perfect Christmas gift.,5.0
gift,5.0
"As you can see, it's very cute. I ordered different gift cards in various dollar amounts, but I kept each gift card style to the amount the same, i.e. the mini-Amazon boxes contained only $50 gift cards. Thank goodness because each box was shrink-wrapped because there was no indication of the dollar amount on the box itself and I was much too lazy to unwrap them to check them all.

But, if you felt compelled to rip off the shrink-wrap, you can open the box and check because it's not a taped box - it's MAGNETIC!! Yes, the box is held closed by hidden magnetic force, which isn't strong but is strong enough to keep the box closed. Amazing!

I don't know how Amazon makes money off of these clever gift card containers that are shipped, but I'm sure there's some mathematical and habitual wizardry regarding gift cards and spending.

This is a fun way to make gift card giving more fun.",5.0
family love the gift boxes,5.0
Loved them.  Love the easy access to purchasing them and the super fast delivery.  The come already to use. LOVE IT!!!,5.0
Great gift,5.0
"I cant say very much about this, it arrived when they said it would, and it is the card I ordered",5.0
Accurate and fast!,5.0
Cool gift card box and it's a perfect gift to give to friends and loved ones.,5.0
Present,5.0
great gift in a nice little tin.,5.0
Quality packaging,5.0
"In my & opinion it nicer than a folder. After, it can be used as a trinket box.",5.0
"This review is for the Amazon Gift Card (any amount) in the Mini Amazon Shipping Box:

Do you get excited when your Amazon Shipment arrives at your door? The sight of the brown Amazon box & the excitement of getting a new delivery? If so, then you are going to LOVE the little gift box that this gift card comes in. I've ordered many of the Amazon tins, & some with the greeting cards, & this is one of my favorites!  It is Super Adorable, & a great way to give a gift card for any Amazon Fan!

The little brown box is about 4.5"" x 3"" x 1"" tall. The inside comes with a removable brown flap that holds the gift card perfectly.

Open the flap & it reveals the gift card inside. The top flaps seem like they are magnetic because when you go to reclose they snap back into place. The bottom has a clear window that allows you to see inside. Small print on the back- Amazon Gift cards, made in China. I chose the ""Thank you"" gift card. (see attached pics). This little gift box comes free with the purchase of your gift card. You can reuse it, or swap out the gift card if you choose.

It arrives with inside an outer box, so it should arrive safe & sound.

Would it make a great gift? Definitely!  Amazon is a great card to give because there are So many choices of what to spend it on. Unlike other gift cards where you are stuck to a particular retailer/restaurant. etc, this gives you a variety. I like purchasing gift cards in $25 quantities so I can have a quick gift in hand just in case I need a quick or unexpected gift.

Recommended for:  I recommend this for anyone who loves shopping on Amazon. If you or your gift recipient love getting that Amazon brown box delivery, then you will be giddy when you see this adorable box!

Ideas: You can purchase this & swap out the gift cards. So, for example, it doesnt appear they are still offering the thank you card with this box (like when I bought it).  You could purchase one of the other ""thank you"" gift cards (in box, card, etc), & then purchase a one of these mini box ones & swap the 2 cards. Or use 1 of the gift cards for yourself for future purchases.

At the time I'm writing this review, it appears you can purchase the gift cards in $25-$2000 amounts. There are 2 posts for this particular mini box style with birthday icons & classic white gift card offerings.

Love this little brown box & I will be ordering more. 5 Stars. Happy Shopping! :)",5.0
